Post_ID,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,engagement_rate,viral
Post_3666,Instagram,#Music,Tweet,Brazil,4335301,193543,50186,36208,Low,6.4572,0
Post_3670,Instagram,#Education,Post,Germany,1147497,407471,29168,7518,Medium,38.7066,0
Post_3671,Instagram,#Fashion,Post,Australia,231868,131318,92253,28352,High,108.6493,1
Post_3679,Instagram,#Comedy,Shorts,Brazil,2148989,115422,32844,48115,Low,9.1383,0
Post_3681,Instagram,#Dance,Post,Australia,3989657,351332,76680,36031,High,11.6312,0
Post_3684,Instagram,#Fashion,Tweet,Canada,1390945,422057,94191,34407,Low,39.5886,0
Post_3685,Instagram,#Fashion,Live Stream,Australia,4375990,99936,80353,3006,Low,4.1887,0
Post_3688,Instagram,#Fashion,Post,Canada,2241319,22674,17632,11763,High,2.3231,0
Post_3692,Instagram,#Fashion,Tweet,India,2926591,5898,89,6431,Low,0.4243,0
Post_3703,Instagram,#Fitness,Shorts,Australia,3358197,230451,95429,22070,High,10.3612,0
Post_3706,Instagram,#Viral,Video,Canada,3779546,165023,94433,31987,Low,7.7111,0
Post_3709,Instagram,#Music,Shorts,UK,4513361,247785,75690,4772,Low,7.2728,0
Post_3719,Instagram,#Education,Reel,Australia,1794640,12648,44721,13884,Low,3.9703,0
Post_3720,Instagram,#Education,Post,Japan,3179233,185039,69942,48453,Low,9.5443,0
Post_3727,Instagram,#Tech,Tweet,Canada,4165773,34145,78128,48750,Medium,3.8654,0
Post_3728,Instagram,#Education,Shorts,UK,211233,238589,20953,15318,Low,130.1217,1
Post_3735,Instagram,#Comedy,Post,USA,2260606,421644,22322,46373,High,21.6906,0
Post_3739,Instagram,#Education,Post,USA,3387989,297965,12405,47576,Medium,10.5651,0
Post_3746,Instagram,#Comedy,Post,UK,2703906,151587,84813,5219,High,8.9359,0
Post_3748,Instagram,#Tech,Video,Germany,3608286,39961,57731,650,High,2.7254,0
Post_3751,Instagram,#Comedy,Shorts,Germany,2834616,321819,85915,43610,Low,15.9226,0
Post_3758,Instagram,#Viral,Shorts,USA,3519149,429333,72079,42269,High,15.4492,0
Post_3761,Instagram,#Comedy,Reel,Canada,4337899,360339,90144,26248,Medium,10.9899,0
Post_3764,Instagram,#Tech,Live Stream,Germany,3215735,372038,50812,33493,Low,14.1909,0
Post_3767,Instagram,#Viral,Live Stream,India,1405081,174642,70414,820,Low,17.4991,0
Post_3769,Instagram,#Comedy,Shorts,UK,637282,358058,65689,25327,Medium,70.4671,1
Post_3788,Instagram,#Comedy,Live Stream,Canada,1831366,219055,32009,33612,High,15.5445,0
Post_3790,Instagram,#Dance,Post,India,4002076,199918,60118,5823,Low,6.643,0
Post_3791,Instagram,#Education,Shorts,India,1532579,318112,7994,1220,Medium,21.3579,0
Post_3794,Instagram,#Education,Reel,UK,4410645,274766,45283,9010,Low,7.4606,0
Post_3804,Instagram,#Dance,Tweet,UK,948825,374018,84000,27438,High,51.1639,1
Post_3805,Instagram,#Dance,Post,Brazil,3596292,173815,46684,30679,Low,6.9844,0
Post_3807,Instagram,#Fashion,Shorts,India,3609099,34382,13782,22498,Low,1.9579,0
Post_3808,Instagram,#Music,Video,Japan,4430382,11441,74391,17355,High,2.3291,0
Post_3811,Instagram,#Fitness,Shorts,Brazil,1143058,108813,83246,23634,Low,18.8698,0
Post_3813,Instagram,#Dance,Shorts,Germany,103062,41968,72450,12902,High,123.5373,1
Post_3816,Instagram,#Challenge,Shorts,Germany,2842780,3111,70197,30478,Low,3.6509,0
Post_3822,Instagram,#Challenge,Live Stream,USA,3734090,477638,19503,13683,High,13.68,0
Post_3832,Instagram,#Fitness,Reel,India,1521329,324725,63572,46365,Low,28.5712,0
Post_3834,Instagram,#Fashion,Post,UK,1952016,9304,91696,2329,High,5.2935,0
Post_3838,Instagram,#Fashion,Tweet,UK,1100509,307784,15477,49898,Low,33.9079,0
Post_3840,Instagram,#Dance,Post,Canada,1699359,78852,19916,1843,High,5.9205,0
Post_3841,Instagram,#Viral,Shorts,USA,3821272,244744,90943,48466,Low,10.053,0
Post_3844,Instagram,#Viral,Video,USA,3510259,64432,8488,15662,High,2.5235,0
Post_3845,Instagram,#Challenge,Shorts,India,1050906,57416,10271,31691,Low,9.4564,0
Post_3847,Instagram,#Dance,Video,USA,691653,226370,15714,32571,High,39.7099,0
Post_3849,Instagram,#Music,Video,Canada,3198087,152059,8360,16834,Low,5.5425,0
Post_3850,Instagram,#Fashion,Reel,Australia,4165262,271304,50757,28623,Low,8.4193,0
Post_3851,Instagram,#Tech,Post,USA,1563039,135115,16789,43702,High,12.5145,0
Post_3852,Instagram,#Gaming,Tweet,Brazil,400678,415846,4621,28563,High,112.0675,1
Post_3854,Instagram,#Music,Reel,Australia,531906,423823,33666,9162,Low,87.7319,1
Post_3865,Instagram,#Education,Shorts,Brazil,3158238,178678,24440,18646,High,7.0218,0
Post_3868,Instagram,#Tech,Video,Germany,4726748,328582,45403,26119,Low,8.4647,0
Post_3872,Instagram,#Fashion,Post,Brazil,2317238,96203,65181,21178,Medium,7.8784,0
Post_3882,Instagram,#Fashion,Tweet,Australia,3209804,26530,39753,28986,Medium,2.9681,0
Post_3886,Instagram,#Dance,Live Stream,USA,1489412,259640,31561,24249,High,21.1795,0
Post_3888,Instagram,#Gaming,Post,Germany,4540208,23381,72573,20823,High,2.5721,0
Post_3891,Instagram,#Challenge,Post,Brazil,2727232,201268,17759,4275,High,8.1879,0
Post_3898,Instagram,#Education,Post,Australia,870453,38904,71532,942,Medium,12.7954,0
Post_3901,Instagram,#Fitness,Shorts,Australia,2271759,362820,34300,2604,Medium,17.5954,0
Post_3903,Instagram,#Tech,Shorts,Japan,3407877,297655,26196,29062,High,10.3558,0
Post_3905,Instagram,#Tech,Tweet,UK,4671326,484650,10588,44560,Medium,11.5556,0
Post_3914,Instagram,#Challenge,Live Stream,Brazil,1482758,35680,95504,33046,Low,11.076,0
Post_3915,Instagram,#Education,Tweet,USA,4228374,380409,92056,17760,Medium,11.5937,0
Post_3916,Instagram,#Viral,Tweet,India,297878,267634,48829,47518,Medium,122.1913,1
Post_3917,Instagram,#Music,Post,India,2397124,484304,78146,4295,Low,23.6427,0
Post_3919,Instagram,#Comedy,Live Stream,Brazil,3335191,445929,16257,7451,Low,14.0813,0
Post_3927,Instagram,#Fitness,Live Stream,USA,39409,71007,41600,46694,High,404.2249,1
Post_3928,Instagram,#Fitness,Post,Brazil,3499748,84192,50937,40619,Low,5.0217,0
Post_3929,Instagram,#Gaming,Shorts,Canada,2030644,499249,11833,28123,High,26.5534,0
Post_3931,Instagram,#Dance,Reel,USA,4255189,351819,3829,20387,Low,8.8371,0
Post_3938,Instagram,#Comedy,Shorts,India,3523284,272930,96467,47190,Low,11.8238,0
Post_3941,Instagram,#Dance,Live Stream,Canada,2030560,466132,51434,46110,Low,27.7596,0
Post_3942,Instagram,#Tech,Post,Canada,234535,251440,28477,22111,High,128.7774,1
Post_3944,Instagram,#Viral,Live Stream,Brazil,2476219,352894,54154,45066,Low,18.2582,0
Post_3947,Instagram,#Music,Video,USA,3356648,113463,87529,19511,High,6.5691,0
Post_3958,Instagram,#Dance,Post,Brazil,26531,366987,95517,48128,Low,1924.6617,1
Post_3964,Instagram,#Viral,Shorts,Brazil,2561592,417783,857,23063,Medium,17.2433,0
Post_3970,Instagram,#Fitness,Tweet,Germany,3337724,191570,71507,21918,Medium,8.5386,0
Post_3971,Instagram,#Viral,Tweet,Canada,1767518,159813,39987,10720,Low,11.9105,0
Post_3983,Instagram,#Viral,Live Stream,Canada,4388298,330555,48407,35648,High,9.4481,0
Post_3998,Instagram,#Fitness,Video,India,819360,249139,23677,17298,High,35.4074,0
Post_4001,Instagram,#Fashion,Reel,UK,37868,454927,20602,4792,High,1268.4087,1
Post_4002,Instagram,#Comedy,Live Stream,Canada,4239953,55663,86769,31454,Low,4.1011,0
Post_4004,Instagram,#Fitness,Reel,Australia,309913,233668,86886,20588,High,110.0767,1
Post_4005,Instagram,#Music,Shorts,UK,818780,44981,24326,35705,High,12.8254,0
Post_4021,Instagram,#Fashion,Tweet,Australia,3233160,397430,48054,5915,High,13.9615,0
Post_4022,Instagram,#Dance,Live Stream,Brazil,853710,449205,79352,18209,High,64.0459,1
Post_4023,Instagram,#Fitness,Video,Brazil,1120916,125751,65533,15013,Low,18.4043,0
Post_4030,Instagram,#Gaming,Post,India,3428164,338911,99243,18226,Low,13.3127,0
Post_4032,Instagram,#Education,Post,UK,2322338,344964,48344,19822,Low,17.7894,0
Post_4034,Instagram,#Dance,Post,Japan,3236693,354205,98081,45380,Medium,15.3758,0
Post_4036,Instagram,#Viral,Video,Australia,2948068,200500,50312,4179,Medium,8.6494,0
Post_4039,Instagram,#Music,Video,Canada,1405829,228388,4628,10107,Low,17.2939,0
Post_4042,Instagram,#Fitness,Post,Germany,613581,340814,15805,34558,High,63.7531,1
Post_4052,Instagram,#Viral,Live Stream,Brazil,3442649,448032,36711,48874,Medium,15.5002,0
Post_4066,Instagram,#Fashion,Post,Brazil,3344955,143212,81068,21258,Low,7.3405,0
Post_4073,Instagram,#Music,Video,Japan,1701847,238397,68324,48745,Low,20.8871,0
Post_4083,Instagram,#Tech,Post,USA,4362872,32587,30482,33951,Medium,2.2238,0
Post_4085,Instagram,#Viral,Post,Brazil,1836143,478208,99728,23179,High,32.7379,0
Post_4087,Instagram,#Fitness,Reel,Japan,357877,73393,93580,6671,High,48.5206,1
Post_4090,Instagram,#Music,Shorts,UK,363718,418876,29054,29280,Low,131.2033,1
Post_4096,Instagram,#Dance,Post,India,2146139,401975,20858,4445,High,19.9091,0
Post_4097,Instagram,#Fitness,Reel,Brazil,2073379,109399,75728,12420,High,9.5278,0
Post_4107,Instagram,#Fitness,Shorts,Australia,456751,454496,1522,13256,Low,102.7418,1
Post_4108,Instagram,#Tech,Live Stream,India,3088456,53845,23471,49774,High,4.115,0
Post_4114,Instagram,#Music,Live Stream,Brazil,3042134,227819,20776,10220,Low,8.5077,0
Post_4125,Instagram,#Fitness,Reel,Canada,3353507,138181,13507,12087,Low,4.8837,0
Post_4132,Instagram,#Dance,Post,India,361268,1264,42106,23444,High,18.4943,0
Post_4134,Instagram,#Fitness,Tweet,Australia,2491489,57916,10858,37910,Low,4.2819,0
Post_4138,Instagram,#Comedy,Tweet,Canada,13578,485916,39122,29109,High,4081.2123,1
Post_4139,Instagram,#Education,Tweet,Germany,1879192,424410,46366,12399,Low,25.7118,0
Post_4140,Instagram,#Fitness,Video,Germany,3263236,473992,14768,33422,Medium,16.002,0
Post_4145,Instagram,#Challenge,Reel,India,378801,462818,74567,16848,High,146.3124,1
Post_4155,Instagram,#Fashion,Video,India,935217,284958,36811,25488,Medium,37.1312,0
Post_4160,Instagram,#Dance,Reel,UK,4356395,367535,89909,10900,Medium,10.7507,0
Post_4162,Instagram,#Dance,Video,USA,2561366,461768,60001,21753,High,21.22,0
Post_4165,Instagram,#Tech,Post,UK,3346455,381718,62877,20046,Medium,13.8846,0
Post_4166,Instagram,#Gaming,Reel,India,1067477,59345,84587,49878,High,18.1559,0
Post_4169,Instagram,#Comedy,Live Stream,Brazil,925974,134908,19403,21283,High,18.9632,0
Post_4176,Instagram,#Viral,Reel,India,4422263,135404,43976,34379,Low,4.8337,0
Post_4179,Instagram,#Viral,Tweet,USA,1650594,298194,1467,32021,Medium,20.0947,0
Post_4184,Instagram,#Viral,Post,India,3661779,399252,71009,10389,Medium,13.1261,0
Post_4189,Instagram,#Education,Tweet,USA,310249,436907,80187,41517,Medium,180.0525,1
Post_4192,Instagram,#Viral,Video,Japan,3417577,118797,11271,1040,Medium,3.8363,0
Post_4195,Instagram,#Challenge,Reel,Brazil,3075050,282373,20662,43100,Low,11.2562,0
Post_4205,Instagram,#Viral,Live Stream,Canada,897780,31613,86715,31460,Low,16.6843,0
Post_4208,Instagram,#Music,Video,Brazil,4327143,390643,65125,484,Low,10.544,0
Post_4209,Instagram,#Dance,Live Stream,Japan,2488071,331114,29029,8542,High,14.8181,0
Post_4217,Instagram,#Comedy,Live Stream,Japan,4546474,429394,68164,14640,Low,11.2658,0
Post_4218,Instagram,#Tech,Post,Japan,4498429,435775,48777,14555,Low,11.0951,0
Post_4223,Instagram,#Challenge,Tweet,India,3278174,102658,57093,39631,Low,6.0821,0
Post_4224,Instagram,#Dance,Live Stream,UK,783572,139704,19042,38146,Medium,25.1275,0
Post_4232,Instagram,#Music,Shorts,UK,1087231,106848,43977,28368,Low,16.4816,0
Post_4237,Instagram,#Dance,Video,Brazil,1293217,213794,46740,33829,Medium,22.7621,0
Post_4239,Instagram,#Viral,Shorts,India,1575723,253050,16141,35096,High,19.3109,0
Post_4243,Instagram,#Gaming,Tweet,Australia,1027434,150441,58194,45827,Low,24.7667,0
Post_4246,Instagram,#Fitness,Tweet,Brazil,852004,355651,82868,32850,Low,55.3247,1
Post_4252,Instagram,#Fitness,Live Stream,Australia,1925512,445030,93050,27310,Low,29.3631,0
Post_4254,Instagram,#Gaming,Tweet,Australia,3931634,154021,17016,30829,High,5.1344,0
Post_4261,Instagram,#Fashion,Live Stream,USA,1361580,169568,875,22352,Medium,14.1597,0
Post_4266,Instagram,#Gaming,Live Stream,India,4926269,264064,91827,1032,High,7.2453,0
Post_4267,Instagram,#Dance,Tweet,Japan,3691701,448223,32943,40561,Low,14.1324,0
Post_4269,Instagram,#Fitness,Video,Canada,3247449,388272,6238,25311,Medium,12.9277,0
Post_4276,Instagram,#Education,Live Stream,Germany,635329,151415,59753,29150,Medium,37.8258,0
Post_4284,Instagram,#Fitness,Reel,Germany,782140,39109,45106,34619,Medium,15.1934,0
Post_4287,Instagram,#Fitness,Tweet,Canada,1701218,219365,32346,9017,Medium,15.326,0
Post_4304,Instagram,#Comedy,Video,Germany,4642714,29147,73143,24735,Low,2.736,0
Post_4309,Instagram,#Education,Video,UK,419463,183965,12276,24832,High,52.7038,1
Post_4311,Instagram,#Fitness,Reel,India,1825709,104030,69496,17900,High,10.485,0
Post_4315,Instagram,#Challenge,Post,Canada,712323,159720,86640,24901,High,38.0812,0
Post_4317,Instagram,#Tech,Video,Canada,2481313,163409,29625,20363,Medium,8.6002,0
Post_4318,Instagram,#Fitness,Tweet,Australia,4447344,202595,89767,16312,Medium,6.9406,0
Post_4321,Instagram,#Education,Tweet,Canada,3031467,389739,73465,30244,Medium,16.2775,0
Post_4325,Instagram,#Challenge,Reel,Germany,886426,77304,13067,5337,Low,10.7971,0
Post_4326,Instagram,#Tech,Reel,Germany,4821524,61393,87511,45741,Low,4.037,0
Post_4334,Instagram,#Fashion,Tweet,India,3084526,328466,50665,1143,Low,12.3284,0
Post_4336,Instagram,#Fitness,Video,Japan,1976436,196516,93950,14802,High,15.4454,0
Post_4341,Instagram,#Fitness,Reel,Canada,3274826,163123,83423,21320,High,8.1795,0
Post_4342,Instagram,#Viral,Reel,Japan,2896284,298030,9484,38997,High,11.964,0
Post_4344,Instagram,#Fitness,Live Stream,Japan,4487563,464720,58373,32131,Low,12.3725,0
Post_4350,Instagram,#Music,Post,Germany,196186,418310,29119,33093,High,244.9319,1
Post_4353,Instagram,#Dance,Live Stream,Germany,498614,77138,95772,32235,Low,41.143,1
Post_4356,Instagram,#Fashion,Video,Germany,4680679,293744,29872,10322,Low,7.1344,0
Post_4360,Instagram,#Music,Video,India,4309403,216401,26305,39385,Low,6.5459,0
Post_4361,Instagram,#Fitness,Reel,UK,3194403,260682,76842,15971,Medium,11.0661,0
Post_4362,Instagram,#Fashion,Tweet,Australia,1520447,20790,87638,21215,Medium,8.5266,0
Post_4367,Instagram,#Gaming,Live Stream,Germany,1815108,311741,16886,34948,Medium,20.0305,0
Post_4368,Instagram,#Music,Video,Japan,2808130,115962,9701,43849,Medium,6.0365,0
Post_4374,Instagram,#Dance,Tweet,UK,3192456,38469,3444,1286,Medium,1.3532,0
Post_4381,Instagram,#Fitness,Live Stream,Canada,1176367,412820,10950,43729,Low,39.7409,1
Post_4384,Instagram,#Tech,Shorts,USA,3570089,335278,91228,47015,Low,13.2636,0
Post_4391,Instagram,#Fashion,Reel,Brazil,2750057,417313,58474,6414,Medium,17.5342,0
Post_4392,Instagram,#Fitness,Shorts,Australia,4608617,83329,8332,25349,Low,2.5389,0
Post_4401,Instagram,#Dance,Post,Australia,4622736,263342,43263,10974,High,6.8699,0
Post_4408,Instagram,#Fashion,Post,Japan,563991,425610,63863,38250,High,93.5694,1
Post_4411,Instagram,#Gaming,Reel,Germany,467214,397417,72166,13251,Low,103.3432,1
Post_4418,Instagram,#Gaming,Video,India,2257240,452058,18608,10444,Low,21.3141,0
Post_4422,Instagram,#Viral,Video,India,267239,358950,54558,25006,Low,164.0906,1
Post_4424,Instagram,#Gaming,Tweet,Germany,554142,60701,68343,16296,High,26.2279,0
Post_4429,Instagram,#Challenge,Post,Japan,3147607,123912,24092,41902,High,6.0333,0
Post_4437,Instagram,#Music,Live Stream,USA,466743,253098,39009,47537,High,72.769,1
Post_4446,Instagram,#Gaming,Post,Canada,637729,241923,62036,44594,High,54.6553,1
Post_4449,Instagram,#Gaming,Shorts,UK,1081777,48326,42923,6408,High,9.0275,0
Post_4452,Instagram,#Fitness,Reel,Germany,1945496,290804,36541,15838,Low,17.6399,0
Post_4455,Instagram,#Challenge,Reel,Australia,3924268,498261,8499,11392,High,13.2038,0
Post_4456,Instagram,#Comedy,Live Stream,USA,568573,45982,59886,44122,High,26.3801,0
Post_4457,Instagram,#Gaming,Post,Japan,3111832,171402,51391,12925,Medium,7.5749,0
Post_4458,Instagram,#Fitness,Reel,Australia,2304449,355721,54164,43193,Low,19.661,0
Post_4465,Instagram,#Music,Post,Canada,3144724,346002,68200,21104,High,13.8424,0
Post_4466,Instagram,#Gaming,Post,Australia,3567170,178506,37026,14997,Low,6.4625,0
Post_4470,Instagram,#Music,Video,USA,4781223,331083,5095,10256,Low,7.2457,0
Post_4473,Instagram,#Dance,Reel,Germany,1035139,212435,51821,2303,High,25.751,0
Post_4474,Instagram,#Comedy,Shorts,USA,46451,62611,79389,17478,Medium,343.3252,1
Post_4479,Instagram,#Fitness,Shorts,Canada,521996,477724,90232,45777,High,117.5743,1
Post_4480,Instagram,#Gaming,Post,Japan,2825457,210288,13695,5774,Medium,8.1317,0
Post_4483,Instagram,#Education,Post,Canada,2160970,332512,86309,47146,High,21.5629,0
Post_4486,Instagram,#Fashion,Live Stream,UK,105441,393868,81465,35311,Low,484.2936,1
Post_4495,Instagram,#Challenge,Live Stream,Germany,255535,301119,9161,19777,Low,129.1631,1
Post_4501,Instagram,#Challenge,Video,Brazil,997524,304745,78986,38172,Low,42.295,1
Post_4503,Instagram,#Dance,Reel,Canada,399317,482528,46641,40719,Low,142.7157,1
Post_4509,Instagram,#Fitness,Reel,USA,959411,133168,45872,14351,Medium,20.1573,0
Post_4512,Instagram,#Education,Video,Brazil,1148460,443609,15746,17351,Medium,41.5083,1
Post_4517,Instagram,#Education,Post,Germany,1102834,10831,8436,16461,Medium,3.2397,0
Post_4531,Instagram,#Gaming,Shorts,India,3073012,362550,15841,26557,Low,13.1776,0
Post_4537,Instagram,#Viral,Live Stream,UK,4569333,417157,69945,1610,Low,10.6955,0
Post_4541,Instagram,#Gaming,Tweet,Brazil,4635805,171261,93859,29778,Low,6.3613,0
Post_4543,Instagram,#Viral,Reel,USA,74324,31018,63255,35276,Low,174.3031,1
Post_4548,Instagram,#Challenge,Tweet,UK,50612,269736,42711,6981,Low,631.131,1
Post_4557,Instagram,#Dance,Video,India,808212,283585,28197,42085,Medium,43.7839,1
Post_4565,Instagram,#Dance,Shorts,Australia,2047644,237289,24803,5008,High,13.0443,0
Post_4567,Instagram,#Fitness,Reel,USA,1011802,337782,88350,32967,Medium,45.3744,1
Post_4571,Instagram,#Education,Shorts,India,4755630,369132,72628,1581,Low,9.3224,0
Post_4575,Instagram,#Viral,Shorts,Germany,2936409,161409,1809,5457,Low,5.7443,0
Post_4576,Instagram,#Music,Reel,Germany,2748383,325417,19117,11624,High,12.9588,0
Post_4577,Instagram,#Challenge,Shorts,Australia,2763379,424976,27036,13761,Low,16.8552,0
Post_4584,Instagram,#Dance,Post,Brazil,552118,440910,55306,15939,Medium,92.7619,1
Post_4587,Instagram,#Tech,Reel,Australia,4796690,426637,78236,41106,Medium,11.3824,0
Post_4589,Instagram,#Gaming,Reel,USA,27994,441518,38281,10867,High,1752.7542,1
Post_4597,Instagram,#Fashion,Post,UK,3291531,119950,87148,35630,Low,7.3743,0
Post_4602,Instagram,#Fashion,Reel,Germany,4885418,32889,49069,12821,Low,1.94,0
Post_4606,Instagram,#Education,Post,Brazil,4538803,37888,31285,41134,Low,2.4303,0
Post_4607,Instagram,#Gaming,Shorts,Australia,1175078,42905,98581,20024,Medium,13.7446,0
Post_4610,Instagram,#Fashion,Video,USA,788460,65933,20908,11908,Low,12.5243,0
Post_4621,Instagram,#Music,Reel,India,4461089,251802,50220,49414,Medium,7.8778,0
Post_4624,Instagram,#Dance,Video,Japan,1984418,214222,75144,10982,Low,15.1353,0
Post_4625,Instagram,#Tech,Video,UK,1766643,372453,31196,35447,Low,24.8548,0
Post_4634,Instagram,#Tech,Post,USA,4818440,212639,24551,26488,Medium,5.4723,0
Post_4642,Instagram,#Comedy,Video,UK,4690084,461297,95691,23649,High,12.3801,0
Post_4644,Instagram,#Viral,Reel,USA,2364901,441370,86968,28414,Medium,23.5423,0
Post_4646,Instagram,#Dance,Video,USA,1740910,368932,89995,40782,High,28.7039,0
Post_4660,Instagram,#Comedy,Post,Australia,3498488,89978,29892,34882,High,4.4234,0
Post_4668,Instagram,#Music,Reel,Japan,207495,134074,74441,37754,Medium,118.6867,1
Post_4671,Instagram,#Music,Post,Germany,1164811,273820,45278,33006,Medium,30.2284,0
Post_4673,Instagram,#Education,Video,UK,1690987,321050,55297,24685,Medium,23.7159,0
Post_4681,Instagram,#Comedy,Video,Canada,4309722,32734,77691,11883,High,2.838,0
Post_4684,Instagram,#Gaming,Live Stream,India,297130,156713,2924,15183,High,58.8362,1
Post_4691,Instagram,#Comedy,Video,Germany,2299356,495941,11961,16485,Medium,22.8058,0
Post_4703,Instagram,#Music,Shorts,Brazil,4903978,68921,75527,6533,Low,3.0787,0
Post_4705,Instagram,#Challenge,Shorts,Canada,642028,8962,37402,31693,Low,12.1579,0
Post_4709,Instagram,#Fashion,Tweet,Japan,3219104,42669,37168,32049,High,3.4757,0
Post_4713,Instagram,#Gaming,Tweet,Brazil,3007888,375087,4908,13091,Medium,13.0685,0
Post_4718,Instagram,#Gaming,Tweet,Brazil,3649213,270175,90118,2531,High,9.9425,0
Post_4719,Instagram,#Viral,Post,India,2216125,449987,37594,38581,High,23.7424,0
Post_4724,Instagram,#Viral,Video,Australia,1781924,79633,15583,15885,Low,6.2349,0
Post_4726,Instagram,#Viral,Video,India,2934790,77308,84676,8936,Low,5.8239,0
Post_4727,Instagram,#Comedy,Video,USA,4370709,128441,38915,38928,High,4.7197,0
Post_4728,Instagram,#Fitness,Tweet,Australia,453593,164787,60691,27711,Low,55.8185,1
Post_4730,Instagram,#Viral,Video,Brazil,71482,226507,35353,35679,Medium,416.2433,1
Post_4734,Instagram,#Fashion,Video,India,811919,220241,66953,6617,Low,36.1872,0
Post_4735,Instagram,#Challenge,Shorts,USA,4383045,364525,90039,11727,High,10.6385,0
Post_4737,Instagram,#Fitness,Reel,Brazil,4436970,261021,47592,40550,Medium,7.8694,0
Post_4738,Instagram,#Gaming,Live Stream,Japan,1831132,238386,42195,33961,Low,17.1775,0
Post_4742,Instagram,#Music,Video,Germany,1722070,493708,79119,41390,Medium,35.6674,0
Post_4744,Instagram,#Music,Shorts,UK,1137589,168541,64622,23184,Medium,22.5342,0
Post_4746,Instagram,#Fitness,Tweet,Australia,4033578,51533,75559,11512,Low,3.4363,0
Post_4754,Instagram,#Gaming,Live Stream,India,3097651,268306,65885,16747,High,11.3292,0
Post_4759,Instagram,#Fashion,Video,Canada,1602283,403609,7724,20596,Medium,26.9571,0
Post_4761,Instagram,#Tech,Live Stream,Brazil,1650036,304588,15654,19851,High,20.6112,0
Post_4767,Instagram,#Fitness,Video,Brazil,4087039,483900,15030,24612,Low,12.8098,0
Post_4769,Instagram,#Music,Post,India,1027847,362060,47435,37002,Low,43.44,1
Post_4770,Instagram,#Dance,Tweet,Germany,1334589,266552,48272,11189,Medium,24.428,0
Post_4772,Instagram,#Viral,Reel,Australia,17410,440302,87598,7090,Low,3072.8891,1
Post_4780,Instagram,#Fitness,Tweet,UK,1085330,403285,93043,35529,Low,49.0042,1
Post_4782,Instagram,#Gaming,Live Stream,Brazil,2931391,338512,25132,35276,High,13.6086,0
Post_4794,Instagram,#Tech,Video,Brazil,1986024,232499,19425,23352,Low,13.8607,0
Post_4796,Instagram,#Music,Live Stream,Australia,1219770,291504,16339,31645,High,27.8321,0
Post_4797,Instagram,#Education,Shorts,Germany,1085450,318761,68762,33987,Medium,38.8327,0
Post_4801,Instagram,#Challenge,Shorts,India,3521257,499054,62073,40943,Medium,17.0982,0
Post_4813,Instagram,#Music,Reel,Australia,3927144,233834,69647,25283,Low,8.3716,0
Post_4820,Instagram,#Tech,Post,UK,3032675,489182,33789,7722,High,17.4992,0
Post_4826,Instagram,#Fashion,Live Stream,Canada,2780097,314928,38702,22810,Low,13.5405,0
Post_4828,Instagram,#Fashion,Video,USA,1934599,344378,37234,43612,Medium,21.98,0
Post_4829,Instagram,#Gaming,Reel,India,3432236,220593,79638,11255,Low,9.0753,0
Post_4847,Instagram,#Education,Live Stream,Canada,2896863,371193,92745,30595,Low,17.0713,0
Post_4848,Instagram,#Challenge,Live Stream,Canada,1015588,461019,50137,8384,Medium,51.1566,1
Post_4850,Instagram,#Fitness,Tweet,Japan,314695,60303,73622,3048,High,43.5256,1
Post_4852,Instagram,#Tech,Video,UK,2744334,432158,74368,12933,Low,18.9284,0
Post_4855,Instagram,#Gaming,Tweet,Canada,4839145,482348,51534,14880,Low,11.3401,0
Post_4856,Instagram,#Education,Shorts,Australia,459654,356338,35844,36945,Medium,93.3587,1
Post_4866,Instagram,#Tech,Video,Canada,3979333,296583,58040,7687,Medium,9.1048,0
Post_4868,Instagram,#Comedy,Video,Japan,3546380,403218,81324,33580,High,14.6099,0
Post_4873,Instagram,#Viral,Post,Japan,264350,316213,37185,44016,Medium,150.3363,1
Post_4874,Instagram,#Fitness,Video,Japan,2758867,340168,97166,37399,High,17.2075,0
Post_4878,Instagram,#Music,Tweet,Canada,2648018,461474,69202,13596,Medium,20.5539,0
Post_4884,Instagram,#Dance,Reel,UK,369433,443562,51100,18671,Low,138.9516,1
Post_4887,Instagram,#Fitness,Shorts,Japan,1844185,111830,35146,38332,Low,10.0482,0
Post_4897,Instagram,#Fashion,Live Stream,India,3383652,59292,59643,13191,High,3.9048,0
Post_4907,Instagram,#Gaming,Reel,USA,2471218,434763,52776,45150,Medium,21.5557,0
Post_4918,Instagram,#Fitness,Reel,Japan,1162556,409948,70388,9723,High,42.1536,1
Post_4919,Instagram,#Fashion,Reel,Canada,520087,176014,18821,29899,Low,43.2108,1
Post_4920,Instagram,#Education,Live Stream,Brazil,3164207,361279,85852,45486,Medium,15.5684,0
Post_4924,Instagram,#Dance,Shorts,Japan,3359348,170389,26371,43645,Medium,7.1563,0
Post_4929,Instagram,#Comedy,Reel,Australia,2730222,255263,42037,35227,Low,12.1795,0
Post_4933,Instagram,#Gaming,Video,Japan,1144301,295897,16431,9133,High,28.0923,0
Post_4941,Instagram,#Fitness,Video,Australia,1840183,79448,55602,2024,Medium,7.4489,0
Post_4947,Instagram,#Tech,Post,Germany,3567033,185576,96028,37171,Low,8.9367,0
